product_name,item_type,current_quantity,required_quantity,locations,location,last_counted_by,last_counted_date,id,created_date,updated_date,created_by_id,created_by,is_sample
Stopcock 50 pcs (סטופקוק 50 יח'),ציוד רפואי,3,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-11T14:19:36.720Z,693ad2f9c49df8214bfd3a0f,2025-12-11T14:19:37.871000,2025-12-11T14:19:37.871000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"And Tevazide 56.8 mg (וטבנציד 56.8 מג)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-11T14:17:38.560Z,693ad28387d7a81c8375d7f5,2025-12-11T14:17:39.443000,2025-12-11T14:17:39.443000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
thermometer (מד חום),ציוד רפואי,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:17:15.246Z,693ad26ce683dac482c50c10,2025-12-11T14:17:16.678000,2025-12-11T14:17:16.678000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Line (ליין),ציוד רפואי,20,10,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":20}]",,שירז איגנץ,2025-12-11T14:16:15.476Z,693ad230a39d71f6bc6742a0,2025-12-11T14:16:16.289000,2025-12-11T14:16:16.289000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Sterile 6 surgical gloves (כפפות ניתוח """"6 סטריליות)""""",ציוד רפואי,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:15:16.961Z,693ad1f5b3b9182b034cc7be,2025-12-11T14:15:17.857000,2025-12-11T14:15:17.857000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Adrenaline 1 Mg/Ml X Amp. (אדרנלין  1 מג/מ""""ל - אמפולות)""""",תרופה,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:11:51.540Z,693ad1289c73d03678465030,2025-12-11T14:11:52.351000,2025-12-11T14:11:52.351000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
שעלת KC,תרופה,3,2,"[{""location"":""חדר בדיקות 1"",""quantity"":3}]",,שירז איגנץ,2025-12-11T14:09:25.179Z,693ad096c46ca897919d4fcd,2025-12-11T14:09:26.326000,2025-12-11T14:09:26.326000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Paraffin oil (שמן פרפין),ציוד רפואי,2,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1},{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:07:52.898Z,693ad03905e2e4444da67bcf,2025-12-11T14:07:53.814000,2025-12-11T14:07:53.814000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Ketamine (קטמין 10 מל)""""",תרופה,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-11T14:06:11.255Z,693acfd4f554a1dbc5721ae3,2025-12-11T14:06:12.108000,2025-12-11T14:06:12.108000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Cardiosure 10 mg (קרדיוסור 10 מג - 100 טבליות)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-11T14:05:45.115Z,693acfb9056a5cefcab9518e,2025-12-11T14:05:45.983000,2025-12-11T14:05:45.983000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Ondansetron 4 mg/2 mg - 5 ampoules (אונדנסטרון 4 מג/2 מ""""ל - 5 אמפלות)""""",תרופה,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-11T14:00:40.751Z,693ace89607c4cccada003dd,2025-12-11T14:00:41.656000,2025-12-11T14:00:41.656000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Plaque is 75 mg (פלאק איז 75 מ""ג)",אחר,5,3,"[{""location"":""קבלה"",""quantity"":5}]",,שירז איגנץ,2025-12-11T13:59:14.064Z,693ace1862e858d96e003cd7,2025-12-11T13:58:48.758000,2025-12-11T13:59:15.111000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Dodecyl 100 mg for injection (דודיסיל 100 מג להזרקה)""""",תרופה,1,0,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-10T14:16:44.809Z,693980cd3c628d5d77330ebf,2025-12-10T14:16:45.109000,2025-12-10T14:16:45.109000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"White cloth plaster 3.75 cm (פלסטר בד לבן 3.75 סמ 10 מטר)""""",ציוד רפואי,2,1,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-10T13:57:57.685Z,69397c659286c3dd1b1001de,2025-12-10T13:57:57.919000,2025-12-10T13:57:57.919000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"White cloth plaster 2.5 cm (פלסטר בד לבן 2.5 סמ)""""",ציוד רפואי,7,4,"[{""location"":""חדר ניתוח"",""quantity"":7}]",,שירז איגנץ,2025-12-10T13:57:38.822Z,69397c531da1ecc64d82ce96,2025-12-10T13:57:39.104000,2025-12-10T13:57:39.104000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Glue remover (מסיר דבק),ציוד רפואי,4,3,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":4}]",,שירז איגנץ,2025-12-10T13:54:00.143Z,69397b78caeed777bf436835,2025-12-10T13:54:00.619000,2025-12-10T13:54:00.619000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"isoflurane 250mg (איזופלורן 250 מג) """"",תרופה,10,4,"[{""location"":""חדרי אשפוז"",""quantity"":10}]",,שירז איגנץ,2025-12-10T13:42:00.998Z,693978a906c24eb70e22b4ab,2025-12-10T13:42:01.390000,2025-12-10T13:42:01.390000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Ondansetron 8 mg/4 mg - 5 ampoules(אונדנסטרון 8 מג/4 מ""""ג  - 5 אמפולות - זופרן)""""",תרופה,4,4,"[{""location"":""חדר ניתוח"",""quantity"":4}]",,שירז איגנץ,2025-12-10T13:41:10.225Z,69397876b4b6c0fb23fe44e1,2025-12-10T13:41:10.744000,2025-12-10T13:41:10.744000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Malak Shampoo 236 ml (שמפו מלאקט 236 מל)""""",תכשיר,3,3,"[{""location"":""קבלה"",""quantity"":3}]",,שירז איגנץ,2025-12-10T13:34:23.454Z,693976df18c6fdb76cec1059,2025-12-10T13:34:23.800000,2025-12-10T13:34:23.800000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"0.9% Saline Solution - 1000 ml (תמיסה סליין 0.9% - 1000 מל)""""",תרופה,10,5,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":10}]",,שירז איגנץ,2025-12-10T13:29:19.482Z,693975b07394c23ee1dca164,2025-12-10T13:29:20.034000,2025-12-10T13:29:20.034000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"SEPTAL SCRUB 500 ML (ספטל סקראב 500 מל)""""",ציוד רפואי,12,4,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":12}]",,שירז איגנץ,2025-12-21T12:46:35.610Z,6939711cc964f5ac3945f506,2025-12-10T13:09:48.070000,2025-12-21T12:46:36.261000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Oflex drops 10 ml (טיפות אופלקס 10 מל)""""",תרופה,6,6,"[{""location"":""חדר בדיקות 1"",""quantity"":6},{""location"":""חדר בדיקות 2"",""quantity"":0}]",,שירז איגנץ,2025-12-30T10:06:17.207Z,693970fec30766367fa26256,2025-12-10T13:09:18.468000,2025-12-30T10:06:18.831000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
micro haematocrit tubes (צינורות מיקרו המטוקריט - קפילרות),ציוד רפואי,3,2,"[{""location"":""חדר ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-10T13:00:50.034Z,69396f0233f1c7b26dd13e0e,2025-12-10T13:00:50.219000,2025-12-10T13:00:50.219000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"mirtazapine 3.75 mg (מירטזפין 3.75 מג - כדורים)""""",תרופה,1,0,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-10T12:57:45.341Z,69396e4907e19f934a7c40fc,2025-12-10T12:57:45.530000,2025-12-10T12:57:45.530000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Rimadyl 50 mg 100 tablets (רימדיל 50 מג 100 טבליות)""""",תרופה,2,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-10T12:56:55.858Z,69396e184e06bbccbe1af2d2,2025-12-10T12:56:56.468000,2025-12-10T12:56:56.468000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"ocil 5mg  (טרמיצין 5 מג)""""",תרופה,15,10,"[{""location"":""חדר בדיקות 1"",""quantity"":6},{""location"":""חדר בדיקות 2"",""quantity"":2},{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":7}]",,שירז איגנץ,2025-12-09T11:22:15.234Z,693806677087ba5269624e30,2025-12-09T11:22:15.972000,2025-12-09T11:22:15.972000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
proBNP- סנאפ חתול 5 בדיקות,ציוד רפואי,4,2,"[{""location"":""חדר בדיקות 2"",""quantity"":4}]",,שירז איגנץ,2025-12-09T11:07:31.919Z,693802f4450bd9d5abb1a759,2025-12-09T11:07:32.329000,2025-12-09T11:07:32.329000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Azithromycin 50mg (אזיטרומיצין 50 מג סירופ) """"",תרופה,6,4,"[{""location"":""חדר בדיקות 1"",""quantity"":4},{""location"":""חדר בדיקות 2"",""quantity"":2}]",,שירז איגנץ,2026-01-04T13:16:27.287Z,693801ebdf0b615693c3dda8,2025-12-09T11:03:07.278000,2026-01-04T13:16:30.873000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Fenbendazole Syrup 100Mg/Ml 10% 100 ML (פנבנדזול סירופ 100 מג/מ""""ל 10% 100 מ""""ל)""""",תרופה,2,1,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-09T11:00:28.839Z,6938014d402dd5bad96f89d4,2025-12-09T11:00:29.182000,2025-12-09T11:00:29.182000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Meloxicam 5 mg injection (מלוקסיקים 5 מג הזרקה)""""",תרופה,3,3,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1},{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:59:49.621Z,693801269793e0a9b2a0cdf7,2025-12-09T10:59:50.233000,2025-12-09T10:59:50.233000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Meloxicam 1.5 mg syrup (מלוקסיקם 1.5 מג סירופ)""""",תרופה,4,4,"[{""location"":""חדר בדיקות 1"",""quantity"":2},{""location"":""חדר בדיקות 2"",""quantity"":1},{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:57:25.518Z,6938009550ae39fb3978c8e4,2025-12-09T10:57:25.891000,2025-12-09T10:57:25.891000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metoclopramide 5 mg/ml 30 ml syrup (מטוקלופרמיד 5 מג/מ""""ל 30 מ""""ל סירופ)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-09T10:56:34.737Z,69380063171c76c8f69288d5,2025-12-09T10:56:35.112000,2025-12-09T10:56:35.112000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metoclopramide/Permin 10 mg (מתוקלופראמיד/פרמין 10 מג -אמפולה)""""",תרופה,4,2,"[{""location"":""חדר ניתוח"",""quantity"":4}]",,שירז איגנץ,2025-12-10T14:00:42.806Z,693800504465ea2943f31bba,2025-12-09T10:56:16.432000,2025-12-10T14:00:43.034000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Methanol (מטנול) - צביעה שקופה,ציוד רפואי,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:55:56.543Z,6938003c658033e854f4ad02,2025-12-09T10:55:56.911000,2025-12-09T10:55:56.911000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Dexamethasone 10Mg/ml 10Ml inj. (דקסמתסון 10 מג הזרקה)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-11T13:43:21.676Z,69380028b782f9a352cfb9db,2025-12-09T10:55:36.986000,2025-12-11T13:43:22.828000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Yellow vanaflon (וונפלון צהוב),ציוד רפואי,3,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-09T10:53:59.189Z,6937ffc78eb69334b115461c,2025-12-09T10:53:59.540000,2025-12-09T10:53:59.540000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Blue Vanaflon (וונפלון כחול),ציוד רפואי,6,2,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":6}]",,שירז איגנץ,2025-12-09T10:53:35.397Z,6937ffaf8eb69334b115460b,2025-12-09T10:53:35.741000,2025-12-09T10:53:35.741000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Pink vanaflon (וונפלון ורוד),ציוד רפואי,3,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":3}]",,שירז איגנץ,2025-12-09T10:54:04.759Z,6937ff9b5db72d10205f1e54,2025-12-09T10:53:15.164000,2025-12-09T10:54:05.412000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Mannitol solution 18% - 500 ml (תמיסה מניטול 18% - 500 מל)""""",תרופה,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:52:24.482Z,6937ff6850ae39fb3978c519,2025-12-09T10:52:24.850000,2025-12-09T10:52:24.850000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"מעטפות לאוטוקלאב לסטריליזציה 360X190 ממ 200 יח'""""",ציוד רפואי,1,1,"[{""location"":""חדר ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-10T13:30:01.078Z,6937ff1c5db72d10205f1d1b,2025-12-09T10:51:08.068000,2025-12-10T13:30:01.647000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"AURIZON 10mg (אוריזון 10 מג)""""",תרופה,17,6,"[{""location"":""חדר בדיקות 1"",""quantity"":7},{""location"":""חדר בדיקות 2"",""quantity"":4},{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":6}]",,שירז איגנץ,2025-12-21T12:16:05.810Z,6937fee24465ea2943f31ad5,2025-12-09T10:50:10.194000,2025-12-21T12:16:06.610000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Optalgin 500mg (אופטלגין),תרופה,2,2,"[{""location"":""חדר ניתוח"",""quantity"":2}]",,שירז איגנץ,2025-12-09T10:49:28.581Z,6937feb81f8a9dec7f6432f6,2025-12-09T10:49:28.947000,2025-12-09T10:49:28.947000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Easy Go Micro Enema (איזי גו),תרופה,1,1,"[{""location"":""מחסן קטן - ח. ניתוח"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:49:02.230Z,6937fe9ee8c9d12879ea7edb,2025-12-09T10:49:02.576000,2025-12-09T10:49:02.576000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Apomorphine 2.5 Mg/Ml 10ML inj (אפומורפין 2.5 מג/מ""""ל 10 מ""""ל הזרקה)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:48:39.259Z,6937fe8765063e7c2b04e383,2025-12-09T10:48:39.889000,2025-12-09T10:48:39.889000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metrocare Flavour 250 Mg 100 Tabs for Dogs & Cats (מטרוקר 250 מג 100 טבליות לכלבים וחתולים)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:43:46.557Z,6937fd6289ac6d82a6bb9b51,2025-12-09T10:43:46.901000,2025-12-09T10:43:46.901000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metrocare Flavour 500 Mg 100 Tabs for Dogs & Cats (מטרוקר 500 מג)""""",תרופה,1,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":0}]",,שירז איגנץ,2025-12-30T10:00:56.765Z,6937fd55814b44a39cf72847,2025-12-09T10:43:33.038000,2025-12-30T10:00:58.648000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"metronidazole 200 mg 100 tab (מטרונידזול 200 מג 100 טבליות)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:43:10.253Z,6937fd3e5e2cf4bf11d4d753,2025-12-09T10:43:10.609000,2025-12-09T10:43:10.609000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metronidazole 200 mg (מטרונידזול 200 מג)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:42:46.123Z,6937fd261c2c3279b5ef6b28,2025-12-09T10:42:46.471000,2025-12-09T10:42:46.471000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Doxycycline 100 mg 100 tablets (דוקסיציקלין 100 מג 100 טבליות)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:41:38.882Z,6937fce35a965237bf4048d7,2025-12-09T10:41:39.224000,2025-12-09T10:41:39.224000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Doxicor 200mg (דוקסיקר 200 נג)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:41:08.975Z,6937fcc5c4674937b97e6c33,2025-12-09T10:41:09.317000,2025-12-09T10:41:09.317000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Doxylin 100Mg 100 Tabs - (דוקסילין 100 מג טבליות)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:39:52.236Z,6937fc78c75778ecff943d81,2025-12-09T10:39:52.613000,2025-12-09T10:39:52.613000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Omepradex 20mg (אומפרדקס 20 מג)""""",תרופה,5,4,"[{""location"":""חדר בדיקות 1"",""quantity"":2},{""location"":""חדר בדיקות 2"",""quantity"":3}]",,שירז איגנץ,2026-01-04T13:15:53.123Z,6937fc5be3dfd47f89ac9e89,2025-12-09T10:39:23.964000,2026-01-04T13:15:56.812000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Omepradex 10mg  (אומפרודקס 10 מג)""""",תרופה,6,4,"[{""location"":""חדר בדיקות 1"",""quantity"":3},{""location"":""חדר בדיקות 2"",""quantity"":3}]",,שירז איגנץ,2025-12-11T13:45:36.230Z,6937fc4a64671a8bf0aa28b6,2025-12-09T10:39:06.865000,2025-12-11T13:45:37.254000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Cephacare 500 mg g - 100 Tabs  (צפקר 500 מג - 100 טבליות)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:37:09.504Z,6937fbd55de6016ca7350716,2025-12-09T10:37:09.844000,2025-12-09T10:37:09.844000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"cephacare 1000 mg (צפקר 1000 מג)""""",תרופה,13,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":12}]",,שירז איגנץ,2025-12-09T10:36:51.534Z,6937fbc4850baa1f020d755f,2025-12-09T10:36:52.196000,2025-12-09T10:36:52.196000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Synulox for injection - 40 ml (סינולוקס להזרקה - 40 מל)""""",תרופה,0,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-11T13:45:54.629Z,6937fada43636cb59c5a05e6,2025-12-09T10:32:58.601000,2025-12-14T08:39:16.552000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Synolux 500 mg - tablets (סינולוקס 500 מג - טבליות)""""",תרופה,7,3,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":6}]",,שירז איגנץ,2025-12-21T12:24:18.129Z,6937fa0b38020573fc579b50,2025-12-09T10:29:31.522000,2025-12-21T12:24:19.124000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Synolux 250 mg - tablets (סינולוקס 250 מג - טבליות)""""",תרופה,5,3,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":4}]",,שירז איגנץ,2025-12-09T10:28:41.660Z,6937f9daad19ef6c87c1b626,2025-12-09T10:28:42.040000,2025-12-09T10:28:42.040000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Synulox 50 mg - 100 tablets (סינולוקס 50 מג - 100 טבליות)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:27:51.683Z,6937f9a8b215f5d33840bbd7,2025-12-09T10:27:52.037000,2025-12-09T10:27:52.037000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Therios 300 mg (טריוס 300 מג)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:27:06.153Z,6937f97afc750b35c171163f,2025-12-09T10:27:06.621000,2025-12-09T10:27:06.621000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Therios 75 mg  (טריוס 75 מג)""""",תרופה,1,1,"[{""location"":""חדר בדיקות 1"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:26:42.586Z,6937f963d7765f69666e000c,2025-12-09T10:26:43.205000,2025-12-09T10:26:43.205000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metronidazole Syrup 200mg/ml 30ML (סירופ מטרונידזול 200 מג/מ""""ל 30 מ""""ל)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:21:18.134Z,6937f81e420b02b0afc5ec6e,2025-12-09T10:21:18.467000,2025-12-09T10:21:18.467000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metronidazole Syrup 125mg/ml 30ML (סירופ מטרונידזול 125 מג/מ""""ל 30 מ""""ל)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-11T13:48:00.779Z,6937f80b37b6ce9eff540a8b,2025-12-09T10:20:59.141000,2025-12-11T13:48:01.801000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Metronidazole 10% 50ml (מטרונידזול 10% 50 מל)""""",תרופה,2,1,"[{""location"":""חדר בדיקות 1"",""quantity"":2}]",,שירז איגנץ,2025-12-09T10:18:44.989Z,6937f785d6ab6e9bfd06d033,2025-12-09T10:18:45.342000,2025-12-09T10:18:45.342000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Doxylin Syrup 50Mg/ml 30 ML - (דוקסילין סירופ 50 מג/מ""""ל 30 מ""""ל)""""",תרופה,6,4,"[{""location"":""חדר בדיקות 1"",""quantity"":2},{""location"":""חדר בדיקות 2"",""quantity"":4}]",,שירז איגנץ,2026-01-19T12:26:27.051Z,6937f71f2fd25e692ce8bf4f,2025-12-09T10:17:03.949000,2026-01-19T12:26:28.569000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Amoxiclav Syrup 150mg/ml 30 Ml (אמוקסי סירופ 150 מג 30 מ""""ל) """"",תרופה,10,8,"[{""location"":""חדר בדיקות 1"",""quantity"":5},{""location"":""חדר בדיקות 2"",""quantity"":5}]",,שירז איגנץ,2025-12-21T12:11:46.505Z,6937f6e41271f659e921fc08,2025-12-09T10:16:04.575000,2025-12-21T12:11:47.219000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Enrofloxacin Syrup 50mg/ml 30ml (אנרופלוקסצין סירופ 50 מג/מ""""ל 30 מ""""ל) """"",תרופה,7,7,"[{""location"":""חדר בדיקות 1"",""quantity"":7}]",,שירז איגנץ,2025-12-09T10:15:10.766Z,6937f6afcf3835b54cf072cf,2025-12-09T10:15:11.122000,2025-12-09T10:15:11.122000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Prednisolone Syrup 20Mg/ml 30ML (פרדניסולון סירופ 20 מג/מ""""ל 30 מ""""ל)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-09T10:14:16.197Z,6937f66fedd5c3d750583f5d,2025-12-09T10:14:07.802000,2025-12-09T10:14:16.842000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Prednisolone Syrup 5Mg/ml 30ML (פרדניסולון 5 מג/מ""""ל 30 מ""""ל)""""",תרופה,2,2,"[{""location"":""חדר בדיקות 1"",""quantity"":1},{""location"":""חדר בדיקות 2"",""quantity"":1}]",,שירז איגנץ,2025-12-28T14:21:36.144Z,6937f63a9f5281bdeabb6a48,2025-12-09T10:13:14.648000,2025-12-28T14:21:37.767000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Royal Canin Intestinal Cats 2 kg (רויאל קנין אינטסטינל חתולים 2 קג)""""",מזון רפואי,4,3,"[{""location"":""קבלה"",""quantity"":4}]",,שירז איגנץ,2025-12-11T13:48:31.577Z,6937dc22521b6886e62ca2ac,2025-12-09T08:21:54.659000,2025-12-11T13:48:32.594000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
